pokemon_species,ja-Hrkt,roomaji,ko,zh-Hant,fr,de,es,it,en,cs,ja,zh-Hans,pt-BR
stonjourner,イシヘンジン,Ishihengin,돌헨진,巨石丁,Dolman,Humanolith,Stonjourner,Stonjourner,"Stonjourner, stonjourner",,イシヘンジン,巨石丁,
cufant,ゾウドウ,Zoudou,끼리동,銅象,Charibari,Kupfanti,Cufant,Cufant,"Cufant, cufant",,ゾウドウ,铜象,
copperajah,ダイオウドウ,Daioudou,대왕끼리동,大王銅象,Pachyradjah,Patinaraja,Copperajah,Copperajah,"Copperajah, copperajah, copperajah-gmax",,ダイオウドウ,大王铜象,
dracozolt,パッチラゴン,Patchiragon,파치래곤,雷鳥龍,Galvagon,Lectragon,Dracozolt,Dracozolt,"Dracozolt, dracozolt",,パッチラゴン,雷鸟龙,
arctozolt,パッチルドン,Patchilldon,파치르돈,雷鳥海獸,Galvagla,Lecryodon,Arctozolt,Arctozolt,"Arctozolt, arctozolt",,パッチルドン,雷鸟海兽,
dracovish,ウオノラゴン,Uonoragon,어래곤,鰓魚龍,Hydragon,Pescragon,Dracovish,Dracovish,"Dracovish, dracovish",,ウオノラゴン,鳃鱼龙,
arctovish,ウオチルドン,Uochilldon,어치르돈,鰓魚海獸,Hydragla,Pescryodon,Arctovish,Arctovish,"Arctovish, arctovish",,ウオチルドン,鳃鱼海兽,
duraludon,ジュラルドン,Duraludon,두랄루돈,鋁鋼龍,Duralugon,Duraludon,Duraludon,Duraludon,"Duraludon, duraludon, duraludon-gmax",,ジュラルドン,铝钢龙,
dreepy,ドラメシヤ,Dorameshiya,드라꼰,多龍梅西亞,Fantyrm,Grolldra,Dreepy,Dreepy,"Dreepy, dreepy",,ドラメシヤ,多龙梅西亚,
drakloak,ドロンチ,Doronch,드래런치,多龍奇,Dispareptil,Phandra,Drakloak,Drakloak,"Drakloak, drakloak",,ドロンチ,多龙奇,
dragapult,ドラパルト,Dorapult,드래펄트,多龍巴魯托,Lanssorien,Katapuldra,Dragapult,Dragapult,"Dragapult, dragapult",,ドラパルト,多龙巴鲁托,
zacian,ザシアン,Zacian,자시안,蒼響,Zacian,Zacian,Zacian,Zacian,"Zacian, zacian, zacian-crowned",,ザシアン,苍响,
zamazenta,ザマゼンタ,Zamazenta,자마젠타,藏瑪然特,Zamazenta,Zamazenta,Zamazenta,Zamazenta,"Zamazenta, zamazenta, zamazenta-crowned",,ザマゼンタ,藏玛然特,
eternatus,ムゲンダイナ,Mugendina,무한다이노,無極汰那,Éthernatos,Endynalos,Eternatus,Eternatus,"Eternatus, eternatus, eternatus-eternamax",,ムゲンダイナ,无极汰那,
kubfu,ダクマ,Dakuma,치고마,熊徒弟,Wushours,Dakuma,Kubfu,Kubfu,"Kubfu, kubfu",,ダクマ,熊徒弟,
zarude,ザルード,Zarude,자루도,薩戮德,Zarude,Zarude,Zarude,Zarude,"Zarude, zarude, zarude-dada",,ザルード,萨戮德,
regieleki,レジエレキ,Regieleki,레지에레키,雷吉艾勒奇,Regieleki,Regieleki,Regieleki,Regieleki,"Regieleki, regieleki",,レジエレキ,雷吉艾勒奇,
regidrago,レジドラゴ,Regidorago,레지드래고,雷吉鐸拉戈,Regidrago,Regidrago,Regidrago,Regidrago,"Regidrago, regidrago",,レジドラゴ,雷吉铎拉戈,
glastrier,ブリザポス,Blizzapos,블리자포스,雪暴馬,Blizzeval,Polaross,Glastrier,Glastrier,"Glastrier, glastrier",,ブリザポス,雪暴马,
spectrier,レイスポス,Wraithpos,레이스포스,靈幽馬,Spectreval,Phantoross,Spectrier,Spectrier,"Spectrier, spectrier",,レイスポス,灵幽马,
calyrex,バドレックス,Budrex,버드렉스,蕾冠王,Sylveroy,Coronospa,Calyrex,Calyrex,"Calyrex, calyrex, calyrex-ice, calyrex-shadow",,バドレックス,蕾冠王,
wyrdeer,アヤシシ,Ayashishi,신비록,詭角鹿,Cerbyllin,Damythir,Wyrdeer,Wyrdeer,"Wyrdeer, wyrdeer",,アヤシシ,诡角鹿,
kleavor,バサギリ,Basagiri,사마자르,劈斧螳螂,Hachécateur,Axantor,Kleavor,Kleavor,"Kleavor, kleavor",,バサギリ,劈斧螳螂,
ursaluna,ガチグマ,Gachiguma,다투곰,月月熊,Ursaking,Ursaluna,Ursaluna,Ursaluna,"Ursaluna, ursaluna, ursaluna-bloodmoon",,ガチグマ,月月熊,
sneasler,オオニューラ,Oonyura,포푸니크,大狃拉,Farfurex,Snieboss,Sneasler,Sneasler,"Sneasler, sneasler",,オオニューラ,大狃拉,
overqwil,ハリーマン,Hariman,장침바루,萬針魚,Qwilpik,Myriador,Overqwil,Overqwil,"Overqwil, overqwil",,ハリーマン,万针鱼,
sprigatito,ニャオハ,Nyahoja,나오하,新葉喵,Poussacha,Felori,Sprigatito,Sprigatito,"Sprigatito, sprigatito",,ニャオハ,新叶喵,
floragato,ニャローテ,Nyarote,나로테,蒂蕾喵,Matourgeon,Feliospa,Floragato,Floragato,"Floragato, floragato",,ニャローテ,蒂蕾喵,
meowscarada,マスカーニャ,Masquernya,마스카나,魔幻假面喵,Miascarade,Maskagato,Meowscarada,Meowscarada,"Meowscarada, meowscarada",,マスカーニャ,魔幻假面喵,
fuecoco,ホゲータ,Hogator,뜨아거,呆火鱷,Chochodile,Krokel,Fuecoco,Fuecoco,"Fuecoco, fuecoco",,ホゲータ,呆火鳄,
crocalor,アチゲータ,Achigator,악뜨거,炙燙鱷,Crocogril,Lokroko,Crocalor,Crocalor,"Crocalor, crocalor",,アチゲータ,炙烫鳄,
skeledirge,ラウドボーン,Laudbon,라우드본,骨紋巨聲鱷,Flâmigator,Skelokrok,Skeledirge,Skeledirge,"Skeledirge, skeledirge",,ラウドボーン,骨纹巨声鳄,
quaxly,クワッス,Kuwassu,꾸왁스,潤水鴨,Coiffeton,Kwaks,Quaxly,Quaxly,"Quaxly, quaxly",,クワッス,润水鸭,
quaxwell,ウェルカモ,Welkamo,아꾸왁,湧躍鴨,Canarbello,Fuentente,Quaxwell,Quaxwell,"Quaxwell, quaxwell",,ウェルカモ,涌跃鸭,
quaquaval,ウェーニバル,Wanival,웨이니발,狂歡浪舞鴨,Palmaval,Bailonda,Quaquaval,Quaquaval,"Quaquaval, quaquaval",,ウェーニバル,狂欢浪舞鸭,
lechonk,グルトン,Gourton,맛보돈,愛吃豚,Gourmelet,Ferkuli,Lechonk,Lechonk,"Lechonk, lechonk",,グルトン,爱吃豚,
tarountula,タマンチュラ,Tamantula,타랜툴라,團珠蛛,Tissenboule,Tarundel,Tarountula,Tarountula,"Tarountula, tarountula",,タマンチュラ,团珠蛛,
spidops,ワナイダー,Wanaider,트래피더,操陷蛛,Filentrappe,Spinsidias,Spidops,Spidops,"Spidops, spidops",,ワナイダー,操陷蛛,
nymble,マメバッタ,Mamebatta,콩알뚜기,豆蟋蟀,Lilliterelle,Micrick,Nymble,Nymble,"Nymble, nymble",,マメバッタ,豆蟋蟀,
lokix,エクスレッグ,Exleg,엑스레그,烈腿蝗,Gambex,Lextremo,Lokix,Lokix,"Lokix, lokix",,エクスレッグ,烈腿蝗,
pawmi,パモ,Pamo,빠모,布撥,Pohm,Pamo,Pawmi,Pawmi,"Pawmi, pawmi",,パモ,布拨,
pawmo,パモット,Pamot,빠모트,布土撥,Pohmotte,Pamamo,Pawmo,Pawmo,"Pawmo, pawmo",,パモット,布土拨,
pawmot,パーモット,Parmot,빠르모트,巴布土撥,Pohmarmotte,Pamomamo,Pawmot,Pawmot,"Pawmot, pawmot",,パーモット,巴布土拨,
tandemaus,ワッカネズミ,Wakkanezumi,두리쥐,一對鼠,Compagnol,Zwieps,Tandemaus,Tandemaus,"Tandemaus, tandemaus",,ワッカネズミ,一对鼠,
fidough,パピモッチ,Pupimocchi,쫀도기,狗仔包,Pâtachiot,Hefel,Fidough,Fidough,"Fidough, fidough",,パピモッチ,狗仔包,
dachsbun,バウッツェル,Bowtzel,바우첼,麻花犬,Briochien,Backel,Dachsbun,Dachsbun,"Dachsbun, dachsbun",,バウッツェル,麻花犬,
smoliv,ミニーブ,Minive,미니브,迷你芙,Olivini,Olini,Smoliv,Smoliv,"Smoliv, smoliv",,ミニーブ,迷你芙,
dolliv,オリーニョ,Olinyo,올리뇨,奧利紐,Olivado,Olivinio,Dolliv,Dolliv,"Dolliv, dolliv",,オリーニョ,奥利纽,
arboliva,オリーヴァ,Oliva,올리르바,奧利瓦,Arboliva,Olithena,Arboliva,Arboliva,"Arboliva, arboliva",,オリーヴァ,奥利瓦,
nacli,コジオ,Kojio,베베솔트,鹽石寶,Selutin,Geosali,Nacli,Nacli,"Nacli, nacli",,コジオ,盐石宝,
naclstack,ジオヅム,Jiodumu,스태솔트,鹽石壘,Amassel,Sedisal,Naclstack,Naclstack,"Naclstack, naclstack",,ジオヅム,盐石垒,
garganacl,キョジオーン,Kyojiohn,콜로솔트,鹽石巨靈,Gigansel,Saltigant,Garganacl,Garganacl,"Garganacl, garganacl",,キョジオーン,盐石巨灵,
charcadet,カルボウ,Carbou,카르본,炭小侍,Charbambin,Knarbon,Charcadet,Charcadet,"Charcadet, charcadet",,カルボウ,炭小侍,
armarouge,グレンアルマ,Gurenarma,카디나르마,紅蓮鎧騎,Carmadura,Crimanzo,Armarouge,Armarouge,"Armarouge, armarouge",,グレンアルマ,红莲铠骑,
ceruledge,ソウブレイズ,Soublades,파라블레이즈,蒼炎刃鬼,Malvalame,Azugladis,Ceruledge,Ceruledge,"Ceruledge, ceruledge",,ソウブレイズ,苍炎刃鬼,
tadbulb,ズピカ,Zupika,빈나두,光蚪仔,Têtampoule,Blipp,Tadbulb,Tadbulb,"Tadbulb, tadbulb",,ズピカ,光蚪仔,
bellibolt,ハラバリー,Harabarie,찌리배리,電肚蛙,Ampibidou,Wampitz,Bellibolt,Bellibolt,"Bellibolt, bellibolt",,ハラバリー,电肚蛙,
wattrel,カイデン,Kaiden,찌리비,電海燕,Zapétrel,Voltrel,Wattrel,Wattrel,"Wattrel, wattrel",,カイデン,电海燕,
kilowattrel,タイカイデン,Taikaiden,찌리비크,大電海燕,Fulgulairo,Voltrean,Kilowattrel,Kilowattrel,"Kilowattrel, kilowattrel",,タイカイデン,大电海燕,
maschiff,オラチフ,Orachifu,오라티프,偶叫獒,Grondogue,Mobtiff,Maschiff,Maschiff,"Maschiff, maschiff",,オラチフ,偶叫獒,
mabosstiff,マフィティフ,Mafitiff,마피티프,獒教父,Dogrino,Mastifioso,Mabosstiff,Mabosstiff,"Mabosstiff, mabosstiff",,マフィティフ,獒教父,
shroodle,シルシュルー,Shirushrew,땃쭈르,滋汁鼴,Gribouraigne,Sproxi,Shroodle,Shroodle,"Shroodle, shroodle",,シルシュルー,滋汁鼹,
grafaiai,タギングル,Taggingru,태깅구르,塗標客,Tag-Tag,Affiti,Grafaiai,Grafaiai,"Grafaiai, grafaiai",,タギングル,涂标客,
bramblin,アノクサ,Anokusa,그푸리,納噬草,Virovent,Weherba,Bramblin,Bramblin,"Bramblin, bramblin",,アノクサ,纳噬草,
brambleghast,アノホラグサ,Anohoragusa,공푸리,怖納噬草,Virevorreur,Horrerba,Brambleghast,Brambleghast,"Brambleghast, brambleghast",,アノホラグサ,怖纳噬草,
toedscool,ノノクラゲ,Nonokurage,들눈해,原野水母,Terracool,Tentagra,Toedscool,Toedscool,"Toedscool, toedscool",,ノノクラゲ,原野水母,
toedscruel,リククラゲ,Rikukurage,육파리,陸地水母,Terracruel,Tenterra,Toedscruel,Toedscruel,"Toedscruel, toedscruel",,リククラゲ,陆地水母,
klawf,ガケガニ,Gakegani,절벼게,毛崖蟹,Craparoi,Klibbe,Klawf,Klawf,"Klawf, klawf",,ガケガニ,毛崖蟹,
capsakid,カプサイジ,Capsaiji,캡싸이,熱辣娃,Pimito,Chilingel,Capsakid,Capsakid,"Capsakid, capsakid",,カプサイジ,热辣娃,
scovillain,スコヴィラン,Scovillain,스코빌런,狠辣椒,Scovilain,Halupenjo,Scovillain,Scovillain,"Scovillain, scovillain",,スコヴィラン,狠辣椒,
rellor,シガロコ,Shigaroko,구르데,蟲滾泥,Léboulérou,Relluk,Rellor,Rellor,"Rellor, rellor",,シガロコ,虫滚泥,
rabsca,ベラカス,Beracas,베라카스,蟲甲聖,Bérasca,Skarabaks,Rabsca,Rabsca,"Rabsca, rabsca",,ベラカス,虫甲圣,
flittle,ヒラヒナ,Hirahina,하느라기,飄飄雛,Flotillon,Flattutu,Flittle,Flittle,"Flittle, flittle",,ヒラヒナ,飘飘雏,
espathra,クエスパトラ,Cuespatra,클레스퍼트라,超能艷鴕,Cléopsytra,Psiopatra,Espathra,Espathra,"Espathra, espathra",,クエスパトラ,超能艳鸵,
tinkatink,カヌチャン,Kanuchan,어리짱,小鍛匠,Forgerette,Forgita,Tinkatink,Tinkatink,"Tinkatink, tinkatink",,カヌチャン,小锻匠,
tinkatuff,ナカヌチャン,Nakanuchan,벼리짱,巧鍛匠,Forgella,Tafforgita,Tinkatuff,Tinkatuff,"Tinkatuff, tinkatuff",,ナカヌチャン,巧锻匠,
tinkaton,デカヌチャン,Dekanuchan,두드리짱,巨鍛匠,Forgelina,Granforgita,Tinkaton,Tinkaton,"Tinkaton, tinkaton",,デカヌチャン,巨锻匠,
wiglett,ウミディグダ,Umidigda,바다그다,海地鼠,Taupikeau,Schligda,Wiglett,Wiglett,"Wiglett, wiglett",,ウミディグダ,海地鼠,
wugtrio,ウミトリオ,Umitrio,바닥트리오,三海地鼠,Triopikeau,Schligdri,Wugtrio,Wugtrio,"Wugtrio, wugtrio",,ウミトリオ,三海地鼠,
bombirdier,オトシドリ,Otoshidori,떨구새,下石鳥,Lestombaile,Adebom,Bombirdier,Bombirdier,"Bombirdier, bombirdier",,オトシドリ,下石鸟,
finizen,ナミイルカ,Namiiruka,맨돌핀,波普海豚,Dofin,Normifin,Finizen,Finizen,"Finizen, finizen",,ナミイルカ,波普海豚,
varoom,ブロロン,Buroron,부르롱,噗隆隆,Vrombi,Knattox,Varoom,Varoom,"Varoom, varoom",,ブロロン,噗隆隆,
revavroom,ブロロローム,Burororoom,부르르룸,普隆隆姆,Vrombotor,Knattatox,Revavroom,Revavroom,"Revavroom, revavroom",,ブロロローム,普隆隆姆,
cyclizar,モトトカゲ,Mototokage,모토마,摩托蜥,Motorizard,Mopex,Cyclizar,Cyclizar,"Cyclizar, cyclizar",,モトトカゲ,摩托蜥,
orthworm,ミミズズ,Mimizuzu,꿈트렁,拖拖蚓,Ferdeter,Schlurm,Orthworm,Orthworm,"Orthworm, orthworm",,ミミズズ,拖拖蚓,
glimmet,キラーメ,Kirame,초롱순,晶光芽,Germéclat,Lumispross,Glimmet,Glimmet,"Glimmet, glimmet",,キラーメ,晶光芽,
glimmora,キラフロル,Kiraflor,킬라플로르,晶光花,Floréclat,Lumiflora,Glimmora,Glimmora,"Glimmora, glimmora",,キラフロル,晶光花,
greavard,ボチ,Bochi,망망이,墓仔狗,Toutombe,Gruff,Greavard,Greavard,"Greavard, greavard",,ボチ,墓仔狗,
houndstone,ハカドッグ,Hakadog,묘두기,墓揚犬,Tomberro,Friedwuff,Houndstone,Houndstone,"Houndstone, houndstone",,ハカドッグ,墓扬犬,
flamigo,カラミンゴ,Karamingo,꼬이밍고,纏紅鶴,Flamenroule,Flaminkno,Flamigo,Flamigo,"Flamigo, flamigo",,カラミンゴ,纏红鹤,
cetoddle,アルクジラ,Arukujira,터벅고래,走鯨,Piétacé,Flaniwal,Cetoddle,Cetoddle,"Cetoddle, cetoddle",,アルクジラ,走鲸,
cetitan,ハルクジラ,Hulkujira,우락고래,浩大鯨,Balbalèze,Kolowal,Cetitan,Cetitan,"Cetitan, cetitan",,ハルクジラ,浩大鲸,
veluza,ミガルーサ,Migalusa,가비루사,輕身鱈,Délestin,Agiluza,Veluza,Veluza,"Veluza, veluza",,ミガルーサ,轻身鳕,
dondozo,ヘイラッシャ,Heyrusher,어써러셔,吃吼霸,Oyacata,Heerashai,Dondozo,Dondozo,"Dondozo, dondozo",,ヘイラッシャ,吃吼霸,
annihilape,コノヨザル,Konoyozaru,저승갓숭,棄世猴,Courrousinge,Epitaff,Annihilape,Annihilape,"Annihilape, annihilape",,コノヨザル,弃世猴,
clodsire,ドオー,Dooh,토오,土王,Terraiste,Suelord,Clodsire,Clodsire,"Clodsire, clodsire",,ドオー,土王,
farigiraf,リキキリン,Rikikirin,키키링,奇麒麟,Farigiraf,Farigiraf,Farigiraf,Farigiraf,"Farigiraf, farigiraf",,リキキリン,奇麒麟,
kingambit,ドドゲザン,Dodogezan,대도각참,仆刀將軍,Scalpereur,Gladimperio,Kingambit,Kingambit,"Kingambit, kingambit",,ドドゲザン,仆刀将军,
great-tusk,イダイナキバ,Idainakiba,위대한엄니,雄偉牙,Fort-Ivoire,Riesenzahn,Colmilargo,Grandizanne,"Great Tusk, great-tusk",,イダイナキバ,雄伟牙,
scream-tail,サケブシッポ,Sakebushippo,우렁찬꼬리,吼叫尾,Hurle-Queue,Brüllschweif,Colagrito,Codaurlante,"Scream Tail, scream-tail",,サケブシッポ,吼叫尾,
brute-bonnet,アラブルタケ,Araburutake,사나운버섯,猛惡菇,Fongus-Furie,Wutpilz,Furioseta,Fungofurioso,"Brute Bonnet, brute-bonnet",,アラブルタケ,猛恶菇,
flutter-mane,ハバタクカミ,Habatakukami,날개치는머리,振翼髮,Flotte-Mèche,Flatterhaar,Melenaleteo,Crinealato,"Flutter Mane, flutter-mane",,ハバタクカミ,振翼发,
slither-wing,チヲハウハネ,Chiwohauhane,땅을기는날개,爬地翅,Rampe-Ailes,Kriechflügel,Reptalada,Alirasenti,"Slither Wing, slither-wing",,チヲハウハネ,爬地翅,
sandy-shocks,スナノケガワ,Sunanokegawa,모래털가죽,沙鐵皮,Pelage-Sablé,Sandfell,Pelarena,Peldisabbia,"Sandy Shocks, sandy-shocks",,スナノケガワ,沙铁皮,
iron-treads,テツノワダチ,Tetsunowadachi,무쇠바퀴,鐵轍跡,Roue-de-Fer,Eisenrad,Ferrodada,Solcoferreo,"Iron Treads, iron-treads",,テツノワダチ,铁轍迹,
iron-bundle,テツノツツミ,Tetsunotsutsumi,무쇠보따리,鐵包袱,Hotte-de-Fer,Eisenbündel,Ferrosaco,Saccoferreo,"Iron Bundle, iron-bundle",,テツノツツミ,铁包袱,
iron-hands,テツノカイナ,Tetsunokaina,무쇠손,鐵臂膀,Paume-de-Fer,Eisenhand,Ferropalmas,Manoferrea,"Iron Hands, iron-hands",,テツノカイナ,铁臂膀,
iron-jugulis,テツノコウベ,Tetsunokoube,무쇠머리,鐵脖頸,Têtes-de-Fer,Eisenhals,Ferrocuello,Colloferreo,"Iron Jugulis, iron-jugulis",,テツノコウベ,铁脖颈,
iron-moth,テツノドクガ,Tetsunodokuga,무쇠독나방,鐵毒蛾,Mite-de-Fer,Eisenfalter,Ferropolilla,Falenaferrea,"Iron Moth, iron-moth",,テツノドクガ,铁毒蛾,
iron-thorns,テツノイバラ,Tetsunoibara,무쇠가시,鐵荊棘,Épine-de-Fer,Eisendorn,Ferropúas,Spineferree,"Iron Thorns, iron-thorns",,テツノイバラ,铁荆棘,
frigibax,セビエ,Sebie,드니차,涼脊龍,Frigodo,Frospino,Frigibax,Frigibax,"Frigibax, frigibax",,セビエ,凉脊龙,
arctibax,セゴール,Segohru,드니꽁,凍脊龍,Cryodo,Cryospino,Arctibax,Arctibax,"Arctibax, arctibax",,セゴール,冻脊龙,
baxcalibur,セグレイブ,Seglaive,드닐레이브,戟脊龍,Glaivodo,Espinodon,Baxcalibur,Baxcalibur,"Baxcalibur, baxcalibur",,セグレイブ,戟脊龙,
gimmighoul,コレクレー,Collecurei,모으령,索財靈,Mordudor,Gierspenst,Gimmighoul,Gimmighoul,"Gimmighoul, gimmighoul, gimmighoul-roaming",,コレクレー,索财灵,
gholdengo,サーフゴー,Surfugo,타부자고,賽富豪,Gromago,Monetigo,Gholdengo,Gholdengo,"Gholdengo, gholdengo",,サーフゴー,赛富豪,
wo-chien,チオンジェン,Chionjen,총지엔,古簡蝸,Chongjian,Chongjian,Wo-Chien,Wo-Chien,"Wo-Chien, wo-chien",,チオンジェン,古简蜗,
chien-pao,パオジアン,Paojian,파오젠,古劍豹,Baojian,Baojian,Chien-Pao,Chien-Pao,"Chien-Pao, chien-pao",,パオジアン,古剑豹,
ting-lu,ディンルー,Dinlu,딩루,古鼎鹿,Dinglu,Dinglu,Ting-Lu,Ting-Lu,"Ting-Lu, ting-lu",,ディンルー,古鼎鹿,
chi-yu,イーユイ,Yiyui,위유이,古玉魚,Yuyu,Yuyu,Chi-Yu,Chi-Yu,"Chi-Yu, chi-yu",,イーユイ,古玉鱼,
roaring-moon,トドロクツキ,Todorokutsuki,고동치는달,轟鳴月,Rugit-Lune,Donnersichel,Bramaluna,Lunaruggente,"Roaring Moon, roaring-moon",,トドロクツキ,轰鸣月,
iron-valiant,テツノブジン,Tetsunobujin,무쇠무인,鐵武者,Garde-de-Fer,Eisenkrieger,Ferropaladín,Eroeferreo,"Iron Valiant, iron-valiant",,テツノブジン,铁武者,
koraidon,コライドン,Koraidon,코라이돈,故勒頓,Koraidon,Koraidon,Koraidon,Koraidon,"Koraidon, koraidon, koraidon-gliding-build, koraidon-limited-build, koraidon-sprinting-build, koraidon-swimming-build",,コライドン,故勒顿,
miraidon,ミライドン,Miraidon,미라이돈,密勒頓,Miraidon,Miraidon,Miraidon,Miraidon,"Miraidon, miraidon, miraidon-aquatic-mode, miraidon-drive-mode, miraidon-glide-mode, miraidon-low-power-mode",,ミライドン,密勒顿,
walking-wake,ウネルミナモ,Uneruminamo,굽이치는물결,波盪水,Serpente-Eau,Windewoge,Ondulagua,Acquecrespe,"Walking Wake, walking-wake",,ウネルミナモ,波荡水,
iron-leaves,テツノイサハ,Tetsunoisaha,무쇠잎새,鐵斑葉,Vert-de-Fer,Eisenblatt,Ferroverdor,Fogliaferrea,"Iron Leaves, iron-leaves",,テツノイサハ,铁斑叶,
dipplin,カミッチュ,,과미르,裹蜜蟲,Pomdramour,Sirapfel,Dipplin,Dipplin,"Dipplin, dipplin",,カミッチュ,裹蜜虫,
poltchageist,チャデス,,차데스,斯魔茶,Poltchageist,Mortcha,Poltchageist,Poltchageist,"Poltchageist, poltchageist",,チャデス,斯魔茶,
sinistcha,ヤバソチャ,,그우린차,來悲粗茶,Théffroyable,Fatalitcha,Sinistcha,Sinistcha,"Sinistcha, sinistcha",,ヤバソチャ,来悲粗茶,
okidogi,イイネイヌ,,조타구,夠讚狗,Félicanis,Boninu,Okidogi,Okidogi,"Okidogi, okidogi",,イイネイヌ,够赞狗,
munkidori,マシマシラ,,이야후,願增猿,Fortusimia,Benesaru,Munkidori,Munkidori,"Munkidori, munkidori",,マシマシラ,愿增猿,
fezandipiti,キチキギス,,기로치,吉雉雞,Favianos,Beatori,Fezandipiti,Fezandipiti,"Fezandipiti, fezandipiti",,キチキギス,吉雉鸡,
ogerpon,オーガポン,,오거폰,厄鬼椪,Ogerpon,Ogerpon,Ogerpon,Ogerpon,"Ogerpon, ogerpon, ogerpon-cornerstone-mask, ogerpon-hearthflame-mask, ogerpon-wellspring-mask",,オーガポン,厄诡椪,
archaludon,ブリジュラス,,브리두라스,鋁鋼橋龍,Pondralugon,Briduradon,Archaludon,Archaludon,"Archaludon, archaludon",,ブリジュラス,铝钢桥龙,
hydrapple,カミツオロチ,,과미드라,蜜集大蛇,Pomdorochi,Hydrapfel,Hydrapple,Hydrapple,"Hydrapple, hydrapple",,カミツオロチ,蜜集大蛇,
gouging-fire,ウガツホムラ,,꿰뚫는화염,破空焰,Feu-Perçant,Keilflamme,Flamariete,Vampeaguzze,"Gouging Fire, gouging-fire",,ウガツホムラ,破空焰,
raging-bolt,タケルライコ,,날뛰는우레,猛雷鼓,Ire-Foudre,Furienblitz,Electrofuria,Furiatonante,"Raging Bolt, raging-bolt",,タケルライコ,猛雷鼓,
iron-boulder,テツノイワオ,,무쇠암석,铁磐岩,Roc-de-Fer,Eisenfels,Ferromole,Massoferreo,"Iron Boulder, iron-boulder",,テツノイワオ,鐵磐岩,
iron-crown,テツノカシラ,,무쇠감투,铁头壳,Chef-de-Fer,Eisenhaupt,Ferrotesta,Capoferreo,"Iron Crown, iron-crown",,テツノカシラ,鐵頭殼,
terapagos,テラパゴス,,테라파고스,太樂巴戈斯,Terapagos,Terapagos,Terapagos,Terapagos,"Terapagos, terapagos, terapagos-stellar, terapagos-terastal",,テラパゴス,太乐巴戈斯,
pecharunt,モモワロウ,,복숭악동,桃歹郎,Pêchaminus,Infamomo,Pecharunt,Pecharunt,"Pecharunt, pecharunt",,モモワロウ,桃歹郎,
