pokemon_species,🇬🇧 (en),🇫🇷 (fr),🇪🇸 (es),🇩🇪 (de),🇮🇹 (it),🇯🇵 (ja),🇰🇷 (ko),🇨🇳 (zh-Hans),🇷🇺 (ru),🇲🇽 (es-MX),🇵🇹 (pt),🇳🇱 (nl),🇹🇷 (tr),🇸🇦 (ar),🇹🇭 (th),🇻🇳 (vi),🇵🇱 (pl),🇸🇪 (sv),🇩🇰 (da),🇳🇴 (no),🇫🇮 (fi),🇬🇷 (el),🇮🇩 (id),🇲🇾 (ms),🇵🇭 (fil),🇭🇺 (hu),🇨🇿 (cs),🇸🇰 (sk),🇷🇴 (ro),🇺🇦 (uk),🇭🇷 (hr),🇧🇬 (bg),🇪🇪 (et),🇱🇻 (lv),🇱🇹 (lt),🇸🇮 (sl),🇲🇹 (mt),🇦🇱 (sq),🇲🇰 (mk),🇧🇦 (bs),🇷🇸 (sr),🇨🇾 (cy),🇮🇪 (ga),🏴 (gd),🇰🇾 (kw),🇧🇷 (br),🇿🇦 (af),🇿🇦 (xh),🇿🇦 (zu),🇿🇦 (tn),🇿🇦 (st),🇿🇦 (ss),🇿🇦 (nr),🇿🇦 (nso),🇿🇦 (ts),🇿🇦 (ve),🇺🇬 (xog),🇺🇬 (lg),🇬🇭 (ak),🇬🇭 (tw),🇧🇫 (bm),🇲🇲 (my),🇰🇭 (km),🇱🇦 (lo),🇪🇹 (am),🇪🇹 (ti),🇪🇹 (om),🇸🇴 (so),🇰🇪 (sw),🇷🇼 (rw),🇳🇬 (yo),🇳🇬 (ig),🇳🇬 (ha),🇧🇩 (bn),🇮🇳 (pa),🇮🇳 (gu),🇮🇳 (or),🇮🇳 (ta),🇮🇳 (te),🇮🇳 (kn),🇮🇳 (ml),🇱🇰 (si),🇳🇵 (ne),🇧🇹 (dz),🇧🇾 (be),🇰🇿 (kk),🇺🇿 (uz),🇰🇬 (ky)
whiscash,"Whiscash, whiscash",Barbicha,Whiscash,Welsar,Whiscash,ナマズン,메깅,鲶鱼王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corphish,"Corphish, corphish",Écrapince,Corphish,Krebscorps,Corphish,ヘイガニ,가재군,龙虾小兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crawdaunt,"Crawdaunt, crawdaunt",Colhomard,Crawdaunt,Krebutack,Crawdaunt,シザリガー,가재장군,铁螯龙虾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baltoy,"Baltoy, baltoy",Balbuto,Baltoy,Puppance,Baltoy,ヤジロン,오뚝군,天秤偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claydol,"Claydol, claydol",Kaorine,Claydol,Lepumentas,Claydol,ネンドール,점토도리,念力土偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lileep,"Lileep, lileep",Lilia,Lileep,Liliep,Lileep,リリーラ,릴링,触手百合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cradily,"Cradily, cradily",Vacilys,Cradily,Wielie,Cradily,ユレイドル,릴리요,摇篮百合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anorith,"Anorith, anorith",Anorith,Anorith,Anorith,Anorith,アノプス,아노딥스,太古羽虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armaldo,"Armaldo, armaldo",Armaldo,Armaldo,Armaldo,Armaldo,アーマルド,아말도,太古盔甲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feebas,"Feebas, feebas",Barpau,Feebas,Barschwa,Feebas,ヒンバス,빈티나,丑丑鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milotic,"Milotic, milotic",Milobellus,Milotic,Milotic,Milotic,ミロカロス,밀로틱,美纳斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castform,"Castform, castform, castform-rainy, castform-snowy, castform-sunny",Morphéo,Castform,Formeo,Castform,ポワルン,캐스퐁,飘浮泡泡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kecleon,"Kecleon, kecleon",Kecleon,Kecleon,Kecleon,Kecleon,カクレオン,켈리몬,变隐龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuppet,"Shuppet, shuppet",Polichombr,Shuppet,Shuppet,Shuppet,カゲボウズ,어둠대신,怨影娃娃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banette,"Banette, banette, banette-mega",Branette,Banette,Banette,Banette,ジュペッタ,다크펫,诅咒娃娃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duskull,"Duskull, duskull",Skelénox,Duskull,Zwirrlicht,Duskull,ヨマワル,해골몽,夜巡灵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusclops,"Dusclops, dusclops",Téraclope,Dusclops,Zwirrklop,Dusclops,サマヨール,미라몽,彷徨夜灵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropius,"Tropius, tropius",Tropius,Tropius,Tropius,Tropius,トロピウス,트로피우스,热带龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chimecho,"Chimecho, chimecho",Éoko,Chimecho,Palimpalim,Chimecho,チリーン,치렁,风铃铃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absol,"Absol, absol, absol-mega",Absol,Absol,Absol,Absol,アブソル,앱솔,阿勃梭鲁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wynaut,"Wynaut, wynaut",Okéoké,Wynaut,Isso,Wynaut,ソーナノ,마자,小果然,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snorunt,"Snorunt, snorunt",Stalgamin,Snorunt,Schneppke,Snorunt,ユキワラシ,눈꼬마,雪童子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glalie,"Glalie, glalie, glalie-mega",Oniglali,Glalie,Firnontor,Glalie,オニゴーリ,얼음귀신,冰鬼护,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spheal,"Spheal, spheal",Obalie,Spheal,Seemops,Spheal,タマザラシ,대굴레오,海豹球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealeo,"Sealeo, sealeo",Phogleur,Sealeo,Seejong,Sealeo,トドグラー,씨레오,海魔狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walrein,"Walrein, walrein",Kaimorse,Walrein,Walraisa,Walrein,トドゼルガ,씨카이저,帝牙海狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clamperl,"Clamperl, clamperl",Coquiperl,Clamperl,Perlu,Clamperl,パールル,진주몽,珍珠贝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huntail,"Huntail, huntail",Serpang,Huntail,Aalabyss,Huntail,ハンテール,헌테일,猎斑鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorebyss,"Gorebyss, gorebyss",Rosabyss,Gorebyss,Saganabyss,Gorebyss,サクラビス,분홍장이,樱花鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relicanth,"Relicanth, relicanth",Relicanth,Relicanth,Relicanth,Relicanth,ジーランス,시라칸,古空棘鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luvdisc,"Luvdisc, luvdisc",Lovdisc,Luvdisc,Liebiskus,Luvdisc,ラブカス,사랑동이,爱心鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagon,"Bagon, bagon",Draby,Bagon,Kindwurm,Bagon,タツベイ,아공이,宝贝龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shelgon,"Shelgon, shelgon",Drackhaus,Shelgon,Draschel,Shelgon,コモルー,쉘곤,甲壳龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salamence,"Salamence, salamence, salamence-mega",Drattak,Salamence,Brutalanda,Salamence,ボーマンダ,보만다,暴飞龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beldum,"Beldum, beldum",Terhal,Beldum,Tanhel,Beldum,ダンバル,메탕,铁哑铃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metang,"Metang, metang",Métang,Metang,Metang,Metang,メタング,메탕구,金属怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metagross,"Metagross, metagross, metagross-mega",Métalosse,Metagross,Metagross,Metagross,メタグロス,메타그로스,巨金怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regirock,"Regirock, regirock",Regirock,Regirock,Regirock,Regirock,レジロック,레지락,雷吉洛克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regice,"Regice, regice",Regice,Regice,Regice,Regice,レジアイス,레지아이스,雷吉艾斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
registeel,"Registeel, registeel",Registeel,Registeel,Registeel,Registeel,レジスチル,레지스틸,雷吉斯奇鲁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latias,"Latias, latias, latias-mega",Latias,Latias,Latias,Latias,ラティアス,라티아스,拉帝亚斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latios,"Latios, latios, latios-mega",Latios,Latios,Latios,Latios,ラティオス,라티오스,拉帝欧斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyogre,"Kyogre, kyogre, kyogre-primal",Kyogre,Kyogre,Kyogre,Kyogre,カイオーガ,가이오가,盖欧卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groudon,"Groudon, groudon, groudon-primal",Groudon,Groudon,Groudon,Groudon,グラードン,그란돈,固拉多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayquaza,"Rayquaza, rayquaza, rayquaza-mega",Rayquaza,Rayquaza,Rayquaza,Rayquaza,レックウザ,레쿠쟈,烈空坐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jirachi,"Jirachi, jirachi",Jirachi,Jirachi,Jirachi,Jirachi,ジラーチ,지라치,基拉祈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deoxys,"Deoxys, deoxys-attack, deoxys-defense, deoxys-normal, deoxys-speed",Deoxys,Deoxys,Deoxys,Deoxys,デオキシス,테오키스,代欧奇希斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turtwig,"Turtwig, turtwig",Tortipouss,Turtwig,Chelast,Turtwig,ナエトル,모부기,草苗龟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grotle,"Grotle, grotle",Boskara,Grotle,Chelcarain,Grotle,ハヤシガメ,수풀부기,树林龟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torterra,"Torterra, torterra",Torterra,Torterra,Chelterrar,Torterra,ドダイトス,토대부기,土台龟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chimchar,"Chimchar, chimchar",Ouisticram,Chimchar,Panflam,Chimchar,ヒコザル,불꽃숭이,小火焰猴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monferno,"Monferno, monferno",Chimpenfeu,Monferno,Panpyro,Monferno,モウカザル,파이숭이,猛火猴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infernape,"Infernape, infernape",Simiabraz,Infernape,Panferno,Infernape,ゴウカザル,초염몽,烈焰猴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piplup,"Piplup, piplup",Tiplouf,Piplup,Plinfa,Piplup,ポッチャマ,팽도리,波加曼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prinplup,"Prinplup, prinplup",Prinplouf,Prinplup,Pliprin,Prinplup,ポッタイシ,팽태자,波皇子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empoleon,"Empoleon, empoleon",Pingoléon,Empoleon,Impoleon,Empoleon,エンペルト,엠페르트,帝王拿波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starly,"Starly, starly",Étourmi,Starly,Staralili,Starly,ムックル,찌르꼬,姆克儿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staravia,"Staravia, staravia",Étourvol,Staravia,Staravia,Staravia,ムクバード,찌르버드,姆克鸟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staraptor,"Staraptor, staraptor",Étouraptor,Staraptor,Staraptor,Staraptor,ムクホーク,찌르호크,姆克鹰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bidoof,"Bidoof, bidoof",Keunotor,Bidoof,Bidiza,Bidoof,ビッパ,비버니,大牙狸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bibarel,"Bibarel, bibarel",Castorno,Bibarel,Bidifas,Bibarel,ビーダル,비버통,大尾狸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kricketot,"Kricketot, kricketot",Crikzik,Kricketot,Zirpurze,Kricketot,コロボーシ,귀뚤뚜기,圆法师,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kricketune,"Kricketune, kricketune",Mélokrik,Kricketune,Zirpeise,Kricketune,コロトック,귀뚤톡크,音箱蟀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shinx,"Shinx, shinx",Lixy,Shinx,Sheinux,Shinx,コリンク,꼬링크,小猫怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxio,"Luxio, luxio",Luxio,Luxio,Luxio,Luxio,ルクシオ,럭시오,勒克猫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxray,"Luxray, luxray",Luxray,Luxray,Luxtra,Luxray,レントラー,렌트라,伦琴猫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
budew,"Budew, budew",Rozbouton,Budew,Knospi,Budew,スボミー,꼬몽울,含羞苞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roserade,"Roserade, roserade",Roserade,Roserade,Roserade,Roserade,ロズレイド,로즈레이드,罗丝雷朵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cranidos,"Cranidos, cranidos",Kranidos,Cranidos,Koknodon,Cranidos,ズガイドス,두개도스,头盖龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rampardos,"Rampardos, rampardos",Charkos,Rampardos,Rameidon,Rampardos,ラムパルド,램펄드,战槌龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shieldon,"Shieldon, shieldon",Dinoclier,Shieldon,Schilterus,Shieldon,タテトプス,방패톱스,盾甲龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bastiodon,"Bastiodon, bastiodon",Bastiodon,Bastiodon,Bollterus,Bastiodon,トリデプス,바리톱스,护城龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burmy,"Burmy, burmy",Cheniti,Burmy,Burmy,Burmy,ミノムッチ,도롱충이,结草儿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wormadam,"Wormadam, wormadam-plant, wormadam-sandy, wormadam-trash",Cheniselle,Wormadam,Burmadame,Wormadam,ミノマダム,도롱마담,结草贵妇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mothim,"Mothim, mothim",Papilord,Mothim,Moterpel,Mothim,ガーメイル,나메일,绅士蛾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combee,"Combee, combee",Apitrini,Combee,Wadribie,Combee,ミツハニー,세꿀버리,三蜜蜂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vespiquen,"Vespiquen, vespiquen",Apireine,Vespiquen,Honweisel,Vespiquen,ビークイン,비퀸,蜂女王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachirisu,"Pachirisu, pachirisu",Pachirisu,Pachirisu,Pachirisu,Pachirisu,パチリス,파치리스,帕奇利兹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buizel,"Buizel, buizel",Mustébouée,Buizel,Bamelin,Buizel,ブイゼル,브이젤,泳圈鼬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floatzel,"Floatzel, floatzel",Mustéflott,Floatzel,Bojelin,Floatzel,フローゼル,플로젤,浮潜鼬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cherubi,"Cherubi, cherubi",Ceribou,Cherubi,Kikugi,Cherubi,チェリンボ,체리버,樱花宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cherrim,"Cherrim, cherrim",Ceriflor,Cherrim,Kinoso,Cherrim,チェリム,체리꼬,樱花儿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shellos,"Shellos, shellos",Sancoki,Shellos,Schalellos,Shellos,カラナクシ,깝질무,无壳海兔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gastrodon,"Gastrodon, gastrodon",Tritosor,Gastrodon,Gastrodon,Gastrodon,トリトドン,트리토돈,海兔兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambipom,"Ambipom, ambipom",Capidextre,Ambipom,Ambidiffel,Ambipom,エテボース,겟핸보숭,双尾怪手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drifloon,"Drifloon, drifloon",Baudrive,Drifloon,Driftlon,Drifloon,フワンテ,흔들풍손,飘飘球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drifblim,"Drifblim, drifblim",Grodrive,Drifblim,Drifzepeli,Drifblim,フワライド,둥실라이드,随风球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buneary,"Buneary, buneary",Laporeille,Buneary,Haspiror,Buneary,ミミロル,이어롤,卷卷耳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lopunny,"Lopunny, lopunny, lopunny-mega",Lockpin,Lopunny,Schlapor,Lopunny,ミミロップ,이어롭,长耳兔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mismagius,"Mismagius, mismagius",Magirêve,Mismagius,Traunmagil,Mismagius,ムウマージ,무우마직,梦妖魔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honchkrow,"Honchkrow, honchkrow",Corboss,Honchkrow,Kramshef,Honchkrow,ドンカラス,돈크로우,乌鸦头头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glameow,"Glameow, glameow",Chaglam,Glameow,Charmian,Glameow,ニャルマー,나옹마,魅力喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purugly,"Purugly, purugly",Chaffreux,Purugly,Shnurgarst,Purugly,ブニャット,몬냥이,东施喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chingling,"Chingling, chingling",Korillon,Chingling,Klingplim,Chingling,リーシャン,랑딸랑,铃铛响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
